item_nr,item_nr_old,item_number,answer,correct,audio_file,level,target_instrument,complexity,with_target_in_mix,condition_theoretical,time_song,song_nr,practice_item,old_audio_file_name,set_nr,condition,discrimination,guessing,inattention,difficulty,condition_difficulty_without_random_effects,item_difficulty,number_of_datapoints_per_cond,number_of_datapoints_per_item
361,1531,git_item1531_set467_wot_lvl0_comp4_t186_song58,2,2,git_item1531_set467_wot_lvl0_comp4_t186_song58.wav,0,Guitar,3,no,2,186,58,no,Guitar_ItemNr(1531)_SetNr(467)_WoT_Level(0)_Complexity(4)_Time(186)_SongNr(58).wav,121,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-0.358327471,2022,175
362,2006,voc_item2006_set345_wot_lvl0_comp4_t4_song59,2,2,voc_item2006_set345_wot_lvl0_comp4_t4_song59.wav,0,Lead,3,no,1,4,59,no,Lead_ItemNr(2006)_SetNr(345)_WoT_Level(0)_Complexity(4)_Time(4)_SongNr(59).wav,122,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.977782922,2022,162
363,1330,b_item1330_set580_wot_lvl0_comp4_t12_song60,2,2,b_item1330_set580_wot_lvl0_comp4_t12_song60.wav,0,Bass,3,no,4,12,60,no,Bass_ItemNr(1330)_SetNr(580)_WoT_Level(0)_Complexity(4)_Time(12)_SongNr(60).wav,123,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-0.538382924,2022,141
364,2919,p_item2919_set322_wot_lvl0_comp4_t26_song61,2,2,p_item2919_set322_wot_lvl0_comp4_t26_song61.wav,0,Piano,3,no,3,26,61,no,Piano_ItemNr(2919)_SetNr(322)_WoT_Level(0)_Complexity(4)_Time(26)_SongNr(61).wav,124,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,-0.234846665,2022,174
365,156,voc_item156_set029_wot_lvl0_comp4_t6_song62,2,2,voc_item156_set029_wot_lvl0_comp4_t6_song62.wav,0,Lead,3,no,1,6,62,no,Lead_ItemNr(156)_SetNr(029)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(62).wav,125,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.133405187,2022,187
366,909,p_item909_set074_wot_lvl0_comp4_t90_song63,2,2,p_item909_set074_wot_lvl0_comp4_t90_song63.wav,0,Piano,3,no,3,90,63,no,Piano_ItemNr(909)_SetNr(074)_WoT_Level(0)_Complexity(4)_Time(90)_SongNr(63).wav,126,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,-0.241465982,2022,220
367,146,voc_item146_set026_wot_lvl0_comp4_t6_song65,2,2,voc_item146_set026_wot_lvl0_comp4_t6_song65.wav,0,Lead,3,no,1,6,65,no,Lead_ItemNr(146)_SetNr(026)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(65).wav,127,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.343503744,2022,334
368,1751,b_item1751_set764_wot_lvl0_comp4_t64_song66,2,2,b_item1751_set764_wot_lvl0_comp4_t64_song66.wav,0,Bass,3,no,4,64,66,no,Bass_ItemNr(1751)_SetNr(764)_WoT_Level(0)_Complexity(4)_Time(64)_SongNr(66).wav,128,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-0.655720422,2022,149
369,149,b_item149_set066_wot_lvl0_comp4_t82_song69,2,2,b_item149_set066_wot_lvl0_comp4_t82_song69.wav,0,Bass,3,no,4,82,69,no,Bass_ItemNr(149)_SetNr(066)_WoT_Level(0)_Complexity(4)_Time(82)_SongNr(69).wav,129,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-1.6964983,2022,283
370,70,b_item70_set037_wot_lvl0_comp4_t70_song70,2,2,b_item70_set037_wot_lvl0_comp4_t70_song70.wav,0,Bass,3,no,4,70,70,no,Bass_ItemNr(70)_SetNr(037)_WoT_Level(0)_Complexity(4)_Time(70)_SongNr(70).wav,130,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-0.114865643,2022,191
371,1514,git_item1514_set462_wot_lvl0_comp4_t14_song71,2,2,git_item1514_set462_wot_lvl0_comp4_t14_song71.wav,0,Guitar,3,no,2,14,71,no,Guitar_ItemNr(1514)_SetNr(462)_WoT_Level(0)_Complexity(4)_Time(14)_SongNr(71).wav,131,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-0.384973981,2022,221
372,808,git_item808_set246_wot_lvl0_comp4_t6_song72,2,2,git_item808_set246_wot_lvl0_comp4_t6_song72.wav,0,Guitar,3,no,2,6,72,no,Guitar_ItemNr(808)_SetNr(246)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(72).wav,132,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-0.641096071,2022,316
373,282,b_item282_set119_wot_lvl0_comp4_t52_song73,2,2,b_item282_set119_wot_lvl0_comp4_t52_song73.wav,0,Bass,3,no,4,52,73,no,Bass_ItemNr(282)_SetNr(119)_WoT_Level(0)_Complexity(4)_Time(52)_SongNr(73).wav,133,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-1.549561365,2022,165
374,1860,b_item1860_set811_wot_lvl0_comp4_t54_song74,2,2,b_item1860_set811_wot_lvl0_comp4_t54_song74.wav,0,Bass,3,no,4,54,74,no,Bass_ItemNr(1860)_SetNr(811)_WoT_Level(0)_Complexity(4)_Time(54)_SongNr(74).wav,134,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-1.316337083,2022,172
375,1383,voc_item1383_set232_wot_lvl0_comp4_t16_song75,2,2,voc_item1383_set232_wot_lvl0_comp4_t16_song75.wav,0,Lead,3,no,1,16,75,no,Lead_ItemNr(1383)_SetNr(232)_WoT_Level(0)_Complexity(4)_Time(16)_SongNr(75).wav,135,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.699830697,2022,154
376,665,git_item665_set208_wot_lvl0_comp4_t4_song76,2,2,git_item665_set208_wot_lvl0_comp4_t4_song76.wav,0,Guitar,3,no,2,4,76,no,Guitar_ItemNr(665)_SetNr(208)_WoT_Level(0)_Complexity(4)_Time(4)_SongNr(76).wav,136,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-0.636309523,2022,211
377,568,git_item568_set183_wot_lvl0_comp4_t6_song77,2,2,git_item568_set183_wot_lvl0_comp4_t6_song77.wav,0,Guitar,3,no,2,6,77,no,Guitar_ItemNr(568)_SetNr(183)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(77).wav,137,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-0.451692419,2022,148
378,1263,git_item1263_set382_wot_lvl0_comp4_t6_song78,2,2,git_item1263_set382_wot_lvl0_comp4_t6_song78.wav,0,Guitar,3,no,2,6,78,no,Guitar_ItemNr(1263)_SetNr(382)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(78).wav,138,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-0.770693302,2022,175
379,2818,p_item2818_set302_wot_lvl0_comp4_t66_song81,2,2,p_item2818_set302_wot_lvl0_comp4_t66_song81.wav,0,Piano,3,no,3,66,81,no,Piano_ItemNr(2818)_SetNr(302)_WoT_Level(0)_Complexity(4)_Time(66)_SongNr(81).wav,139,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,-1.466611484,2022,156
380,2234,b_item2234_set922_wot_lvl0_comp7_t110_song83,2,2,b_item2234_set922_wot_lvl0_comp7_t110_song83.wav,0,Bass,6,no,8,110,83,no,Bass_ItemNr(2234)_SetNr(922)_WoT_Level(0)_Complexity(7)_Time(110)_SongNr(83).wav,140,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,-0.685084446,2022,283
381,2885,p_item2885_set313_wot_lvl0_comp7_t104_song83,2,2,p_item2885_set313_wot_lvl0_comp7_t104_song83.wav,0,Piano,6,no,7,104,83,no,Piano_ItemNr(2885)_SetNr(313)_WoT_Level(0)_Complexity(7)_Time(104)_SongNr(83).wav,141,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,0.132713874,2022,154
382,9,voc_item9_set003_wot_lvl0_comp4_t68_song85,2,2,voc_item9_set003_wot_lvl0_comp4_t68_song85.wav,0,Lead,3,no,1,68,85,no,Lead_ItemNr(9)_SetNr(003)_WoT_Level(0)_Complexity(4)_Time(68)_SongNr(85).wav,142,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.444101347,2022,226
383,2516,p_item2516_set248_wot_lvl0_comp4_t100_song93,2,2,p_item2516_set248_wot_lvl0_comp4_t100_song93.wav,0,Piano,3,no,3,100,93,no,Piano_ItemNr(2516)_SetNr(248)_WoT_Level(0)_Complexity(4)_Time(100)_SongNr(93).wav,143,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,1.742999757,2022,211
384,2713,voc_item2713_set565_wot_lvl0_comp4_t134_song95,2,2,voc_item2713_set565_wot_lvl0_comp4_t134_song95.wav,0,Lead,3,no,1,134,95,no,Lead_ItemNr(2713)_SetNr(565)_WoT_Level(0)_Complexity(4)_Time(134)_SongNr(95).wav,144,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.520737433,2022,234
385,100,git_item100_set028_wot_lvl0_comp4_t12_song96,2,2,git_item100_set028_wot_lvl0_comp4_t12_song96.wav,0,Guitar,3,no,2,12,96,no,Guitar_ItemNr(100)_SetNr(028)_WoT_Level(0)_Complexity(4)_Time(12)_SongNr(96).wav,145,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-0.743890332,2022,293
386,1926,b_item1926_set833_wot_lvl0_comp7_t252_song97,2,2,b_item1926_set833_wot_lvl0_comp7_t252_song97.wav,0,Bass,6,no,8,252,97,no,Bass_ItemNr(1926)_SetNr(833)_WoT_Level(0)_Complexity(7)_Time(252)_SongNr(97).wav,146,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,-0.642134852,2022,146
387,3423,p_item3423_set428_wot_lvl0_comp7_t226_song97,2,2,p_item3423_set428_wot_lvl0_comp7_t226_song97.wav,0,Piano,6,no,7,226,97,no,Piano_ItemNr(3423)_SetNr(428)_WoT_Level(0)_Complexity(7)_Time(226)_SongNr(97).wav,147,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,2.216336622,2022,161
388,1231,p_item1231_set109_wot_lvl0_comp7_t250_song97,2,2,p_item1231_set109_wot_lvl0_comp7_t250_song97.wav,0,Piano,6,no,7,250,97,no,Piano_ItemNr(1231)_SetNr(109)_WoT_Level(0)_Complexity(7)_Time(250)_SongNr(97).wav,148,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,0.334455897,2022,395
389,3427,b_item3427_set1102_wot_lvl0_comp7_t216_song101,2,2,b_item3427_set1102_wot_lvl0_comp7_t216_song101.wav,0,Bass,6,no,8,216,101,no,Bass_ItemNr(3427)_SetNr(1102)_WoT_Level(0)_Complexity(7)_Time(216)_SongNr(101).wav,149,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,-0.989008087,2022,314
390,2601,voc_item2601_set521_wot_lvl0_comp7_t198_song101,2,2,voc_item2601_set521_wot_lvl0_comp7_t198_song101.wav,0,Lead,6,no,5,198,101,no,Lead_ItemNr(2601)_SetNr(521)_WoT_Level(0)_Complexity(7)_Time(198)_SongNr(101).wav,150,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,-0.966833004,1914,160
391,3691,b_item3691_set1173_wot_lvl0_comp7_t130_song102,2,2,b_item3691_set1173_wot_lvl0_comp7_t130_song102.wav,0,Bass,6,no,8,130,102,no,Bass_ItemNr(3691)_SetNr(1173)_WoT_Level(0)_Complexity(7)_Time(130)_SongNr(102).wav,151,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,0.334848769,2022,165
392,3455,voc_item3455_set902_wot_lvl0_comp7_t142_song102,2,2,voc_item3455_set902_wot_lvl0_comp7_t142_song102.wav,0,Lead,6,no,5,142,102,no,Lead_ItemNr(3455)_SetNr(902)_WoT_Level(0)_Complexity(7)_Time(142)_SongNr(102).wav,152,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,2.386786602,1914,145
393,3100,p_item3100_set362_wot_lvl0_comp7_t272_song102,2,2,p_item3100_set362_wot_lvl0_comp7_t272_song102.wav,0,Piano,6,no,7,272,102,no,Piano_ItemNr(3100)_SetNr(362)_WoT_Level(0)_Complexity(7)_Time(272)_SongNr(102).wav,153,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,-0.838650037,2022,177
394,1573,p_item1573_set145_wot_lvl0_comp7_t198_song103,2,2,p_item1573_set145_wot_lvl0_comp7_t198_song103.wav,0,Piano,6,no,7,198,103,no,Piano_ItemNr(1573)_SetNr(145)_WoT_Level(0)_Complexity(7)_Time(198)_SongNr(103).wav,154,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,-1.049187141,2022,212
395,3621,b_item3621_set1149_wot_lvl0_comp7_t232_song104,2,2,b_item3621_set1149_wot_lvl0_comp7_t232_song104.wav,0,Bass,6,no,8,232,104,no,Bass_ItemNr(3621)_SetNr(1149)_WoT_Level(0)_Complexity(7)_Time(232)_SongNr(104).wav,155,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,-0.437125612,2022,174
396,3062,p_item3062_set354_wot_lvl0_comp7_t228_song104,2,2,p_item3062_set354_wot_lvl0_comp7_t228_song104.wav,0,Piano,6,no,7,228,104,no,Piano_ItemNr(3062)_SetNr(354)_WoT_Level(0)_Complexity(7)_Time(228)_SongNr(104).wav,156,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,-0.868868486,2022,161
397,656,git_item656_set205_wot_lvl0_comp4_t158_song108,2,2,git_item656_set205_wot_lvl0_comp4_t158_song108.wav,0,Guitar,3,no,2,158,108,no,Guitar_ItemNr(656)_SetNr(205)_WoT_Level(0)_Complexity(4)_Time(158)_SongNr(108).wav,157,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,0.275285807,2022,158
398,2420,git_item2420_set778_wot_lvl0_comp4_t50_song109,2,2,git_item2420_set778_wot_lvl0_comp4_t50_song109.wav,0,Guitar,3,no,2,50,109,no,Guitar_ItemNr(2420)_SetNr(778)_WoT_Level(0)_Complexity(4)_Time(50)_SongNr(109).wav,158,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-0.571042775,2022,165
399,337,b_item337_set140_wot_lvl0_comp7_t138_song115,2,2,b_item337_set140_wot_lvl0_comp7_t138_song115.wav,0,Bass,6,no,8,138,115,no,Bass_ItemNr(337)_SetNr(140)_WoT_Level(0)_Complexity(7)_Time(138)_SongNr(115).wav,159,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,0.688060893,2022,142
400,1235,voc_item1235_set212_wot_lvl0_comp7_t110_song115,2,2,voc_item1235_set212_wot_lvl0_comp7_t110_song115.wav,0,Lead,6,no,5,110,115,no,Lead_ItemNr(1235)_SetNr(212)_WoT_Level(0)_Complexity(7)_Time(110)_SongNr(115).wav,160,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,-1.253854811,1914,205
401,2456,voc_item2456_set655_wot_lvl0_comp7_t174_song8,2,2,voc_item2456_set655_wot_lvl0_comp7_t174_song8.wav,0,Lead,6,no,5,174,8,no,Lead_ItemNr(2456)_SetNr(655)_WoT_Level(0)_Complexity(7)_Time(174)_SongNr(8).wav,161,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,-0.88880743,1914,45
